"Method","Uri","Action","Noun","OurCommand","Evidence"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/seriesAxis/majorGridlines/format/line/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartAxSeryAxisMajorGridlineFormatLineClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/seriesAxis/majorGridlines/format/line/clear and 'Invoke-MgDriveItemWorkbookWorksheetChartAxSeryAxisMajorGridlineFormatLineClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/seriesAxis/minorGridlines/format/line/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartAxSeryAxisMinorGridlineFormatLineClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/seriesAxis/minorGridlines/format/line/clear and 'Invoke-MgDriveItemWorkbookWorksheetChartAxSeryAxisMinorGridlineFormatLineClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/valueAxis/format/line/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartAxValueAxisFormatLineClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/valueAxis/format/line/clear and 'Invoke-MgDriveItemWorkbookWorksheetChartAxValueAxisFormatLineClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/valueAxis/majorGridlines/format/line/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartAxValueAxisMajorGridlineFormatLineClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/valueAxis/majorGridlines/format/line/clear and 'Invoke-MgDriveItemWorkbookWorksheetChartAxValueAxisMajorGridlineFormatLineClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/valueAxis/minorGridlines/format/line/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartAxValueAxisMinorGridlineFormatLineClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/axes/valueAxis/minorGridlines/format/line/clear and 'Invoke-MgDriveItemWorkbookWorksheetChartAxValueAxisMinorGridlineFormatLineClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/dataLabels/format/fill/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartDataLabelFormatFillClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/dataLabels/format/fill/clear and 'Invoke-MgDriveItemWorkbookWorksheetChartDataLabelFormatFillClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/dataLabels/format/fill/setSolidColor","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartDataLabelFormatFillSetSolidColor","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/dataLabels/format/fill/setSolidColor and 'Invoke-MgDriveItemWorkbookWorksheetChartDataLabelFormatFillSetSolidColor' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/format/fill/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartFormatFillClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/format/fill/clear and 'Invoke-MgDriveItemWorkbookWorksheetChartFormatFillClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/format/fill/setSolidColor","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartFormatFillSetSolidColor","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/format/fill/setSolidColor and 'Invoke-MgDriveItemWorkbookWorksheetChartFormatFillSetSolidColor' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/legend/format/fill/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartLegendFormatFillClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/legend/format/fill/clear and 'Invoke-MgDriveItemWorkbookWorksheetChartLegendFormatFillClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/legend/format/fill/setSolidColor","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartLegendFormatFillSetSolidColor","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/legend/format/fill/setSolidColor and 'Invoke-MgDriveItemWorkbookWorksheetChartLegendFormatFillSetSolidColor' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series","suppress",,"New-MgDriveItemWorkbookWorksheetChartSery","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series and 'New-MgDriveItemWorkbookWorksheetChartSery' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/format/fill/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartSeryFormatFillClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/format/fill/clear and 'Invoke-MgDriveItemWorkbookWorksheetChartSeryFormatFillClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/format/fill/setSolidColor","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartSeryFormatFillSetSolidColor","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/format/fill/setSolidColor and 'Invoke-MgDriveItemWorkbookWorksheetChartSeryFormatFillSetSolidColor' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/format/line/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartSeryFormatLineClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/format/line/clear and 'Invoke-MgDriveItemWorkbookWorksheetChartSeryFormatLineClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/points","suppress",,"New-MgDriveItemWorkbookWorksheetChartSeryPoint","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/points and 'New-MgDriveItemWorkbookWorksheetChartSeryPoint' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/points/{param}/format/fill/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartSeryPointFormatFillClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/points/{param}/format/fill/clear and 'Invoke-MgDriveItemWorkbookWorksheetChartSeryPointFormatFillClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/points/{param}/format/fill/setSolidColor","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartSeryPointFormatFillSetSolidColor","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/series/{param}/points/{param}/format/fill/setSolidColor and 'Invoke-MgDriveItemWorkbookWorksheetChartSeryPointFormatFillSetSolidColor' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/setData","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartSetData","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/setData and 'Invoke-MgDriveItemWorkbookWorksheetChartSetData' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/setPosition","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartSetPosition","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/setPosition and 'Invoke-MgDriveItemWorkbookWorksheetChartSetPosition' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/title/format/fill/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartTitleFormatFillClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/title/format/fill/clear and 'Invoke-MgDriveItemWorkbookWorksheetChartTitleFormatFillClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/title/format/fill/setSolidColor","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartTitleFormatFillSetSolidColor","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/{param}/title/format/fill/setSolidColor and 'Invoke-MgDriveItemWorkbookWorksheetChartTitleFormatFillSetSolidColor' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/charts/add","suppress",,"Invoke-MgDriveItemWorkbookWorksheetChartAdd","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/charts/add and 'Invoke-MgDriveItemWorkbookWorksheetChartAdd' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/names","suppress",,"New-MgDriveItemWorkbookWorksheetName","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/names and 'New-MgDriveItemWorkbookWorksheetName' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/names/{param}/range/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetNameRangeClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/names/{param}/range/clear and 'Invoke-MgDriveItemWorkbookWorksheetNameRangeClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/names/{param}/range/delete","suppress",,"Invoke-MgDriveItemWorkbookWorksheetNameRangeDelete","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/names/{param}/range/delete and 'Invoke-MgDriveItemWorkbookWorksheetNameRangeDelete' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/names/{param}/range/insert","suppress",,"Invoke-MgDriveItemWorkbookWorksheetNameRangeInsert","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/names/{param}/range/insert and 'Invoke-MgDriveItemWorkbookWorksheetNameRangeInsert' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/names/{param}/range/merge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetNameRangeMerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/names/{param}/range/merge and 'Invoke-MgDriveItemWorkbookWorksheetNameRangeMerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/names/{param}/range/unmerge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetNameRangeUnmerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/names/{param}/range/unmerge and 'Invoke-MgDriveItemWorkbookWorksheetNameRangeUnmerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/names/add","suppress",,"Invoke-MgDriveItemWorkbookWorksheetNameAdd","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/names/add and 'Invoke-MgDriveItemWorkbookWorksheetNameAdd' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/names/addFormulaLocal","suppress",,"Invoke-MgDriveItemWorkbookWorksheetNameAddFormulaLocal","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/names/addFormulaLocal and 'Invoke-MgDriveItemWorkbookWorksheetNameAddFormulaLocal' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/pivotTables","suppress",,"New-MgDriveItemWorkbookWorksheetPivotTable","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/pivotTables and 'New-MgDriveItemWorkbookWorksheetPivotTable' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/pivotTables/{param}/refresh","suppress",,"Invoke-MgDriveItemWorkbookWorksheetPivotTableRefresh","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/pivotTables/{param}/refresh and 'Invoke-MgDriveItemWorkbookWorksheetPivotTableRefresh' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/pivotTables/refreshAll","suppress",,"Invoke-MgDriveItemWorkbookWorksheetPivotTableRefreshAll","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/pivotTables/refreshAll and 'Invoke-MgDriveItemWorkbookWorksheetPivotTableRefreshAll' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/protection/protect","suppress",,"Invoke-MgDriveItemWorkbookWorksheetProtectionProtect","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/protection/protect and 'Invoke-MgDriveItemWorkbookWorksheetProtectionProtect' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/protection/unprotect","suppress",,"Invoke-MgDriveItemWorkbookWorksheetProtectionUnprotect","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/protection/unprotect and 'Invoke-MgDriveItemWorkbookWorksheetProtectionUnprotect' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetRangeClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/range/clear and 'Invoke-MgDriveItemWorkbookWorksheetRangeClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/delete","suppress",,"Invoke-MgDriveItemWorkbookWorksheetRangeDelete","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/range/delete and 'Invoke-MgDriveItemWorkbookWorksheetRangeDelete' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/insert","suppress",,"Invoke-MgDriveItemWorkbookWorksheetRangeInsert","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/range/insert and 'Invoke-MgDriveItemWorkbookWorksheetRangeInsert' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/merge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetRangeMerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/range/merge and 'Invoke-MgDriveItemWorkbookWorksheetRangeMerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/range/unmerge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetRangeUnmerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/range/unmerge and 'Invoke-MgDriveItemWorkbookWorksheetRangeUnmerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables","suppress",,"New-MgDriveItemWorkbookWorksheetTable","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables and 'New-MgDriveItemWorkbookWorksheetTable' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/clearFilters","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableClearFilters","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/clearFilters and 'Invoke-MgDriveItemWorkbookWorksheetTableClearFilters' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns","suppress",,"New-MgDriveItemWorkbookWorksheetTableColumn","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns and 'New-MgDriveItemWorkbookWorksheetTableColumn' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/clear and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/delete","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeDelete","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/delete and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeDelete' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/insert","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeInsert","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/insert and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeInsert' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/merge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeMerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/merge and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeMerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/unmerge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeUnmerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/dataBodyRange/unmerge and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnDataBodyRangeUnmerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/apply","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApply","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/apply and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApply' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyBottomItemsFilter","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyBottomItemsFilter","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyBottomItemsFilter and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyBottomItemsFilter' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyBottomPercentFilter","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyBottomPercentFilter","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyBottomPercentFilter and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyBottomPercentFilter' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyCellColorFilter","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyCellColorFilter","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyCellColorFilter and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyCellColorFilter' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyCustomFilter","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyCustomFilter","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyCustomFilter and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyCustomFilter' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyDynamicFilter","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyDynamicFilter","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyDynamicFilter and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyDynamicFilter' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyFontColorFilter","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyFontColorFilter","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyFontColorFilter and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyFontColorFilter' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyIconFilter","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyIconFilter","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyIconFilter and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyIconFilter' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyTopItemsFilter","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyTopItemsFilter","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyTopItemsFilter and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyTopItemsFilter' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyTopPercentFilter","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyTopPercentFilter","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyTopPercentFilter and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyTopPercentFilter' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyValuesFilter","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyValuesFilter","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/applyValuesFilter and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterApplyValuesFilter' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/filter/clear and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnFilterClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/clear and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/delete","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeDelete","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/delete and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeDelete' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/insert","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeInsert","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/insert and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeInsert' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/merge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeMerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/merge and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeMerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/unmerge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeUnmerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/headerRowRange/unmerge and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnHeaderRowRangeUnmerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnRangeClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/clear and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnRangeClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/delete","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnRangeDelete","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/delete and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnRangeDelete' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/insert","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnRangeInsert","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/insert and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnRangeInsert' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/merge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnRangeMerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/merge and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnRangeMerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/unmerge","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnRangeUnmerge","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/range/unmerge and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnRangeUnmerge' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/clear","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeClear","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/clear and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeClear' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/delete","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeDelete","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/delete and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeDelete' unshipped"
"POST","/drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/insert","suppress",,"Invoke-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeInsert","no oracle row for POST /drives/{param}/items/{param}/workbook/worksheets/{param}/tables/{param}/columns/{param}/totalRowRange/insert and 'Invoke-MgDriveItemWorkbookWorksheetTableColumnTotalRowRangeInsert' unshipped"
