"Module","File","ApiVersion","Command","Method","Uri","Disposition","OracleCommands"
"Cmdlets","GetMgServicePrincipalMemberOfAsDirectoryRole.g.cs","v1.0","Get-MgServicePrincipalMemberOfAsDirectoryRole","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalMemberOfAsGroup_Get.g.cs","v1.0","Get-MgServicePrincipalMemberOfAsGroup","GET","/servicePrincipals/{param}/memberOf/{param}/group","matched","Get-MgServicePrincipalMemberOfAsGroup"
"Cmdlets","GetMgServicePrincipalMemberOfAsGroup_List.g.cs","v1.0","Get-MgServicePrincipalMemberOfAsGroup","GET","/servicePrincipals/{param}/memberOf/group","matched","Get-MgServicePrincipalMemberOfAsGroup"
"Cmdlets","GetMgServicePrincipalMemberOfAsGroup.g.cs","v1.0","Get-MgServicePrincipalMemberOfAsGroup","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalMemberOfCount.g.cs","v1.0","Get-MgServicePrincipalMemberOfCount","GET","/servicePrincipals/{param}/memberOf/$count","matched","Get-MgServicePrincipalMemberOfCount"
"Cmdlets","GetMgServicePrincipalMemberOfCountAsAdministrativeUnit.g.cs","v1.0","Get-MgServicePrincipalMemberOfCountAsAdministrativeUnit","GET","/servicePrincipals/{param}/memberOf/administrativeUnit/$count","matched","Get-MgServicePrincipalMemberOfCountAsAdministrativeUnit"
"Cmdlets","GetMgServicePrincipalMemberOfCountAsDirectoryRole.g.cs","v1.0","Get-MgServicePrincipalMemberOfCountAsDirectoryRole","GET","/servicePrincipals/{param}/memberOf/directoryRole/$count","matched","Get-MgServicePrincipalMemberOfCountAsDirectoryRole"
"Cmdlets","GetMgServicePrincipalMemberOfCountAsGroup.g.cs","v1.0","Get-MgServicePrincipalMemberOfCountAsGroup","GET","/servicePrincipals/{param}/memberOf/group/$count","matched","Get-MgServicePrincipalMemberOfCountAsGroup"
"Cmdlets","GetMgServicePrincipalOauth2PermissionGrant_Get.g.cs","v1.0","Get-MgServicePrincipalOauth2PermissionGrant","GET","/servicePrincipals/{param}/oauth2PermissionGrants/{param}","matched","Get-MgServicePrincipalOauth2PermissionGrant"
"Cmdlets","GetMgServicePrincipalOauth2PermissionGrant_List.g.cs","v1.0","Get-MgServicePrincipalOauth2PermissionGrant","GET","/servicePrincipals/{param}/oauth2PermissionGrants","matched","Get-MgServicePrincipalOauth2PermissionGrant"
"Cmdlets","GetMgServicePrincipalOauth2PermissionGrant.g.cs","v1.0","Get-MgServicePrincipalOauth2PermissionGrant","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalOauth2PermissionGrantCount.g.cs","v1.0","Get-MgServicePrincipalOauth2PermissionGrantCount","GET","/servicePrincipals/{param}/oauth2PermissionGrants/$count","matched","Get-MgServicePrincipalOauth2PermissionGrantCount"
"Cmdlets","GetMgServicePrincipalOwnedObject_Get.g.cs","v1.0","Get-MgServicePrincipalOwnedObject","GET","/servicePrincipals/{param}/ownedObjects/{param}","matched","Get-MgServicePrincipalOwnedObject"
"Cmdlets","GetMgServicePrincipalOwnedObject_List.g.cs","v1.0","Get-MgServicePrincipalOwnedObject","GET","/servicePrincipals/{param}/ownedObjects","matched","Get-MgServicePrincipalOwnedObject"
"Cmdlets","GetMgServicePrincipalOwnedObject.g.cs","v1.0","Get-MgServicePrincipalOwnedObject","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalOwnedObjectAsApplication_Get.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectAsApplication","GET","/servicePrincipals/{param}/ownedObjects/{param}/application","matched","Get-MgServicePrincipalOwnedObjectAsApplication"
"Cmdlets","GetMgServicePrincipalOwnedObjectAsApplication_List.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectAsApplication","GET","/servicePrincipals/{param}/ownedObjects/application","matched","Get-MgServicePrincipalOwnedObjectAsApplication"
"Cmdlets","GetMgServicePrincipalOwnedObjectAsApplication.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectAsApplication","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalOwnedObjectAsAppRoleAssignment_Get.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectAsAppRoleAssignment","GET","/servicePrincipals/{param}/ownedObjects/{param}/appRoleAssignment","matched","Get-MgServicePrincipalOwnedObjectAsAppRoleAssignment"
"Cmdlets","GetMgServicePrincipalOwnedObjectAsAppRoleAssignment_List.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectAsAppRoleAssignment","GET","/servicePrincipals/{param}/ownedObjects/appRoleAssignment","matched","Get-MgServicePrincipalOwnedObjectAsAppRoleAssignment"
"Cmdlets","GetMgServicePrincipalOwnedObjectAsAppRoleAssignment.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectAsAppRoleAssignment","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalOwnedObjectAsEndpoint_Get.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectAsEndpoint","GET","/servicePrincipals/{param}/ownedObjects/{param}/endpoint","matched","Get-MgServicePrincipalOwnedObjectAsEndpoint"
"Cmdlets","GetMgServicePrincipalOwnedObjectAsEndpoint_List.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectAsEndpoint","GET","/servicePrincipals/{param}/ownedObjects/endpoint","matched","Get-MgServicePrincipalOwnedObjectAsEndpoint"
"Cmdlets","GetMgServicePrincipalOwnedObjectAsEndpoint.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectAsEndpoint","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalOwnedObjectAsGroup_Get.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectAsGroup","GET","/servicePrincipals/{param}/ownedObjects/{param}/group","matched","Get-MgServicePrincipalOwnedObjectAsGroup"
"Cmdlets","GetMgServicePrincipalOwnedObjectAsGroup_List.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectAsGroup","GET","/servicePrincipals/{param}/ownedObjects/group","matched","Get-MgServicePrincipalOwnedObjectAsGroup"
"Cmdlets","GetMgServicePrincipalOwnedObjectAsGroup.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectAsGroup","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalOwnedObjectAsServicePrincipal_Get.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectAsServicePrincipal","GET","/servicePrincipals/{param}/ownedObjects/{param}/servicePrincipal","matched","Get-MgServicePrincipalOwnedObjectAsServicePrincipal"
"Cmdlets","GetMgServicePrincipalOwnedObjectAsServicePrincipal_List.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectAsServicePrincipal","GET","/servicePrincipals/{param}/ownedObjects/servicePrincipal","matched","Get-MgServicePrincipalOwnedObjectAsServicePrincipal"
"Cmdlets","GetMgServicePrincipalOwnedObjectAsServicePrincipal.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectAsServicePrincipal","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalOwnedObjectCount.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectCount","GET","/servicePrincipals/{param}/ownedObjects/$count","matched","Get-MgServicePrincipalOwnedObjectCount"
"Cmdlets","GetMgServicePrincipalOwnedObjectCountAsApplication.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectCountAsApplication","GET","/servicePrincipals/{param}/ownedObjects/application/$count","matched","Get-MgServicePrincipalOwnedObjectCountAsApplication"
"Cmdlets","GetMgServicePrincipalOwnedObjectCountAsAppRoleAssignment.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectCountAsAppRoleAssignment","GET","/servicePrincipals/{param}/ownedObjects/appRoleAssignment/$count","matched","Get-MgServicePrincipalOwnedObjectCountAsAppRoleAssignment"
"Cmdlets","GetMgServicePrincipalOwnedObjectCountAsEndpoint.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectCountAsEndpoint","GET","/servicePrincipals/{param}/ownedObjects/endpoint/$count","matched","Get-MgServicePrincipalOwnedObjectCountAsEndpoint"
"Cmdlets","GetMgServicePrincipalOwnedObjectCountAsGroup.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectCountAsGroup","GET","/servicePrincipals/{param}/ownedObjects/group/$count","matched","Get-MgServicePrincipalOwnedObjectCountAsGroup"
"Cmdlets","GetMgServicePrincipalOwnedObjectCountAsServicePrincipal.g.cs","v1.0","Get-MgServicePrincipalOwnedObjectCountAsServicePrincipal","GET","/servicePrincipals/{param}/ownedObjects/servicePrincipal/$count","matched","Get-MgServicePrincipalOwnedObjectCountAsServicePrincipal"
"Cmdlets","GetMgServicePrincipalOwner.g.cs","v1.0","Get-MgServicePrincipalOwner","GET","/servicePrincipals/{param}/owners","matched","Get-MgServicePrincipalOwner"
"Cmdlets","GetMgServicePrincipalOwnerAsAppRoleAssignment_Get.g.cs","v1.0","Get-MgServicePrincipalOwnerAsAppRoleAssignment","GET","/servicePrincipals/{param}/owners/{param}/appRoleAssignment","matched","Get-MgServicePrincipalOwnerAsAppRoleAssignment"
"Cmdlets","GetMgServicePrincipalOwnerAsAppRoleAssignment_List.g.cs","v1.0","Get-MgServicePrincipalOwnerAsAppRoleAssignment","GET","/servicePrincipals/{param}/owners/appRoleAssignment","matched","Get-MgServicePrincipalOwnerAsAppRoleAssignment"
"Cmdlets","GetMgServicePrincipalOwnerAsAppRoleAssignment.g.cs","v1.0","Get-MgServicePrincipalOwnerAsAppRoleAssignment","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalOwnerAsEndpoint_Get.g.cs","v1.0","Get-MgServicePrincipalOwnerAsEndpoint","GET","/servicePrincipals/{param}/owners/{param}/endpoint","matched","Get-MgServicePrincipalOwnerAsEndpoint"
"Cmdlets","GetMgServicePrincipalOwnerAsEndpoint_List.g.cs","v1.0","Get-MgServicePrincipalOwnerAsEndpoint","GET","/servicePrincipals/{param}/owners/endpoint","matched","Get-MgServicePrincipalOwnerAsEndpoint"
"Cmdlets","GetMgServicePrincipalOwnerAsEndpoint.g.cs","v1.0","Get-MgServicePrincipalOwnerAsEndpoint","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalOwnerAsServicePrincipal_Get.g.cs","v1.0","Get-MgServicePrincipalOwnerAsServicePrincipal","GET","/servicePrincipals/{param}/owners/{param}/servicePrincipal","matched","Get-MgServicePrincipalOwnerAsServicePrincipal"
"Cmdlets","GetMgServicePrincipalOwnerAsServicePrincipal_List.g.cs","v1.0","Get-MgServicePrincipalOwnerAsServicePrincipal","GET","/servicePrincipals/{param}/owners/servicePrincipal","matched","Get-MgServicePrincipalOwnerAsServicePrincipal"
"Cmdlets","GetMgServicePrincipalOwnerAsServicePrincipal.g.cs","v1.0","Get-MgServicePrincipalOwnerAsServicePrincipal","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalOwnerAsUser_Get.g.cs","v1.0","Get-MgServicePrincipalOwnerAsUser","GET","/servicePrincipals/{param}/owners/{param}/user","matched","Get-MgServicePrincipalOwnerAsUser"
"Cmdlets","GetMgServicePrincipalOwnerAsUser_List.g.cs","v1.0","Get-MgServicePrincipalOwnerAsUser","GET","/servicePrincipals/{param}/owners/user","matched","Get-MgServicePrincipalOwnerAsUser"
"Cmdlets","GetMgServicePrincipalOwnerAsUser.g.cs","v1.0","Get-MgServicePrincipalOwnerAsUser","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalOwnerByRef.g.cs","v1.0","Get-MgServicePrincipalOwnerByRef","GET","/servicePrincipals/{param}/owners/$ref","matched","Get-MgServicePrincipalOwnerByRef"
"Cmdlets","GetMgServicePrincipalOwnerCount.g.cs","v1.0","Get-MgServicePrincipalOwnerCount","GET","/servicePrincipals/{param}/owners/$count","matched","Get-MgServicePrincipalOwnerCount"
"Cmdlets","GetMgServicePrincipalOwnerCountAsAppRoleAssignment.g.cs","v1.0","Get-MgServicePrincipalOwnerCountAsAppRoleAssignment","GET","/servicePrincipals/{param}/owners/appRoleAssignment/$count","matched","Get-MgServicePrincipalOwnerCountAsAppRoleAssignment"
"Cmdlets","GetMgServicePrincipalOwnerCountAsEndpoint.g.cs","v1.0","Get-MgServicePrincipalOwnerCountAsEndpoint","GET","/servicePrincipals/{param}/owners/endpoint/$count","matched","Get-MgServicePrincipalOwnerCountAsEndpoint"
"Cmdlets","GetMgServicePrincipalOwnerCountAsServicePrincipal.g.cs","v1.0","Get-MgServicePrincipalOwnerCountAsServicePrincipal","GET","/servicePrincipals/{param}/owners/servicePrincipal/$count","matched","Get-MgServicePrincipalOwnerCountAsServicePrincipal"
"Cmdlets","GetMgServicePrincipalOwnerCountAsUser.g.cs","v1.0","Get-MgServicePrincipalOwnerCountAsUser","GET","/servicePrincipals/{param}/owners/user/$count","matched","Get-MgServicePrincipalOwnerCountAsUser"
"Cmdlets","GetMgServicePrincipalRemoteDesktopSecurityConfiguration.g.cs","v1.0","Get-MgServicePrincipalRemoteDesktopSecurityConfiguration","GET","/servicePrincipals/{param}/remoteDesktopSecurityConfiguration","matched","Get-MgServicePrincipalRemoteDesktopSecurityConfiguration"
"Cmdlets","GetMgServicePrincipalRemoteDesktopSecurityConfigurationApprovedClientApp_Get.g.cs","v1.0","Get-MgServicePrincipalRemoteDesktopSecurityConfigurationApprovedClientApp","GET","/servicePrincipals/{param}/remoteDesktopSecurityConfiguration/approvedClientApps/{param}","matched","Get-MgServicePrincipalRemoteDesktopSecurityConfigurationApprovedClientApp"
"Cmdlets","GetMgServicePrincipalRemoteDesktopSecurityConfigurationApprovedClientApp_List.g.cs","v1.0","Get-MgServicePrincipalRemoteDesktopSecurityConfigurationApprovedClientApp","GET","/servicePrincipals/{param}/remoteDesktopSecurityConfiguration/approvedClientApps","matched","Get-MgServicePrincipalRemoteDesktopSecurityConfigurationApprovedClientApp"
"Cmdlets","GetMgServicePrincipalRemoteDesktopSecurityConfigurationApprovedClientApp.g.cs","v1.0","Get-MgServicePrincipalRemoteDesktopSecurityConfigurationApprovedClientApp","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalRemoteDesktopSecurityConfigurationApprovedClientAppCount.g.cs","v1.0","Get-MgServicePrincipalRemoteDesktopSecurityConfigurationApprovedClientAppCount","GET","/servicePrincipals/{param}/remoteDesktopSecurityConfiguration/approvedClientApps/$count","matched","Get-MgServicePrincipalRemoteDesktopSecurityConfigurationApprovedClientAppCount"
"Cmdlets","GetMgServicePrincipalRemoteDesktopSecurityConfigurationTargetDeviceGroup_Get.g.cs","v1.0","Get-MgServicePrincipalRemoteDesktopSecurityConfigurationTargetDeviceGroup","GET","/servicePrincipals/{param}/remoteDesktopSecurityConfiguration/targetDeviceGroups/{param}","matched","Get-MgServicePrincipalRemoteDesktopSecurityConfigurationTargetDeviceGroup"
"Cmdlets","GetMgServicePrincipalRemoteDesktopSecurityConfigurationTargetDeviceGroup_List.g.cs","v1.0","Get-MgServicePrincipalRemoteDesktopSecurityConfigurationTargetDeviceGroup","GET","/servicePrincipals/{param}/remoteDesktopSecurityConfiguration/targetDeviceGroups","matched","Get-MgServicePrincipalRemoteDesktopSecurityConfigurationTargetDeviceGroup"
"Cmdlets","GetMgServicePrincipalRemoteDesktopSecurityConfigurationTargetDeviceGroup.g.cs","v1.0","Get-MgServicePrincipalRemoteDesktopSecurityConfigurationTargetDeviceGroup","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalRemoteDesktopSecurityConfigurationTargetDeviceGroupCount.g.cs","v1.0","Get-MgServicePrincipalRemoteDesktopSecurityConfigurationTargetDeviceGroupCount","GET","/servicePrincipals/{param}/remoteDesktopSecurityConfiguration/targetDeviceGroups/$count","matched","Get-MgServicePrincipalRemoteDesktopSecurityConfigurationTargetDeviceGroupCount"
"Cmdlets","GetMgServicePrincipalSynchronization.g.cs","v1.0","Get-MgServicePrincipalSynchronization","GET","/servicePrincipals/{param}/synchronization","matched","Get-MgServicePrincipalSynchronization"
"Cmdlets","GetMgServicePrincipalSynchronizationJob_Get.g.cs","v1.0","Get-MgServicePrincipalSynchronizationJob","GET","/servicePrincipals/{param}/synchronization/jobs/{param}","matched","Get-MgServicePrincipalSynchronizationJob"
"Cmdlets","GetMgServicePrincipalSynchronizationJob_List.g.cs","v1.0","Get-MgServicePrincipalSynchronizationJob","GET","/servicePrincipals/{param}/synchronization/jobs","matched","Get-MgServicePrincipalSynchronizationJob"
"Cmdlets","GetMgServicePrincipalSynchronizationJob.g.cs","v1.0","Get-MgServicePrincipalSynchronizationJob","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalSynchronizationJobBulkUpload.g.cs","v1.0","Get-MgServicePrincipalSynchronizationJobBulkUpload","GET","/servicePrincipals/{param}/synchronization/jobs/{param}/bulkUpload","matched","Get-MgServicePrincipalSynchronizationJobBulkUpload"
"Cmdlets","GetMgServicePrincipalSynchronizationJobBulkUploadContent.g.cs","v1.0","Get-MgServicePrincipalSynchronizationJobBulkUploadContent","GET","/servicePrincipals/{param}/synchronization/jobs/{param}/bulkUpload/$value","matched","Get-MgServicePrincipalSynchronizationJobBulkUploadContent"
"Cmdlets","GetMgServicePrincipalSynchronizationJobCount.g.cs","v1.0","Get-MgServicePrincipalSynchronizationJobCount","GET","/servicePrincipals/{param}/synchronization/jobs/$count","matched","Get-MgServicePrincipalSynchronizationJobCount"
"Cmdlets","GetMgServicePrincipalSynchronizationJobSchema.g.cs","v1.0","Get-MgServicePrincipalSynchronizationJobSchema","GET","/servicePrincipals/{param}/synchronization/jobs/{param}/schema","matched","Get-MgServicePrincipalSynchronizationJobSchema"
"Cmdlets","GetMgServicePrincipalSynchronizationJobSchemaDirectory_Get.g.cs","v1.0","Get-MgServicePrincipalSynchronizationJobSchemaDirectory","GET","/servicePrincipals/{param}/synchronization/jobs/{param}/schema/directories/{param}","matched","Get-MgServicePrincipalSynchronizationJobSchemaDirectory"
"Cmdlets","GetMgServicePrincipalSynchronizationJobSchemaDirectory_List.g.cs","v1.0","Get-MgServicePrincipalSynchronizationJobSchemaDirectory","GET","/servicePrincipals/{param}/synchronization/jobs/{param}/schema/directories","matched","Get-MgServicePrincipalSynchronizationJobSchemaDirectory"
"Cmdlets","GetMgServicePrincipalSynchronizationJobSchemaDirectory.g.cs","v1.0","Get-MgServicePrincipalSynchronizationJobSchemaDirectory","","","dispatcher",""
"Cmdlets","GetMgServicePrincipalSynchronizationJobSchemaDirectoryCount.g.cs","v1.0","Get-MgServicePrincipalSynchronizationJobSchemaDirectoryCount","GET","/servicePrincipals/{param}/synchronization/jobs/{param}/schema/directories/$count","matched","Get-MgServicePrincipalSynchronizationJobSchemaDirectoryCount"
"Cmdlets","GetMgServicePrincipalSynchronizationJobSchemaFilterOperators.g.cs","v1.0","Get-MgServicePrincipalSynchronizationJobSchemaFilterOperators","GET","/servicePrincipals/{param}/synchronization/jobs/{param}/schema/filterOperators","mismatch","Invoke-MgFilterServicePrincipalSynchronizationJobSchemaOperator"
"Cmdlets","GetMgServicePrincipalSynchronizationJobSchemaFunctions.g.cs","v1.0","Get-MgServicePrincipalSynchronizationJobSchemaFunctions","GET","/servicePrincipals/{param}/synchronization/jobs/{param}/schema/functions","mismatch","Invoke-MgFunctionServicePrincipalSynchronizationJobSchema"
"Cmdlets","GetMgServicePrincipalSynchronizationSecretCount.g.cs","v1.0","Get-MgServicePrincipalSynchronizationSecretCount","GET","/servicePrincipals/{param}/synchronization/secrets/$count","matched","Get-MgServicePrincipalSynchronizationSecretCount"
"Cmdlets","GetMgServicePrincipalSynchronizationTemplate_Get.g.cs","v1.0","Get-MgServicePrincipalSynchronizationTemplate","GET","/servicePrincipals/{param}/synchronization/templates/{param}","matched","Get-MgServicePrincipalSynchronizationTemplate"
"Cmdlets","GetMgServicePrincipalSynchronizationTemplate_List.g.cs","v1.0","Get-MgServicePrincipalSynchronizationTemplate","GET","/servicePrincipals/{param}/synchronization/templates","matched","Get-MgServicePrincipalSynchronizationTemplate"
