OperationId,FirstModule,FirstPath,FirstMethod,SecondModule,SecondPath,SecondMethod
deviceManagement.auditEvent_getAuditCategory,DeviceManagement.Administration,/deviceManagement/auditEvents/microsoft.graph.getAuditCategories(),Get,DeviceManagement.Functions,/deviceManagement/auditEvents/microsoft.graph.getAuditCategories(),Get
deviceManagement.virtualEndpoint.auditEvent_getAuditActivityType,DeviceManagement.Administration,/deviceManagement/virtualEndpoint/auditEvents/microsoft.graph.getAuditActivityTypes(),Get,DeviceManagement.Functions,/deviceManagement/virtualEndpoint/auditEvents/microsoft.graph.getAuditActivityTypes(),Get
deviceManagement.virtualEndpoint.deviceImage_getSourceImage,DeviceManagement.Administration,/deviceManagement/virtualEndpoint/deviceImages/microsoft.graph.getSourceImages(),Get,DeviceManagement.Functions,/deviceManagement/virtualEndpoint/deviceImages/microsoft.graph.getSourceImages(),Get
deviceManagement.deviceCompliancePolicy_assign,DeviceManagement.Actions,/deviceManagement/deviceCompliancePolicies/{deviceCompliancePolicy-id}/microsoft.graph.assign,Post,DeviceManagement,/deviceManagement/deviceCompliancePolicies/{deviceCompliancePolicy-id}/microsoft.graph.assign,Post
deviceManagement.deviceCompliancePolicy_scheduleActionsGraphFPreRule,DeviceManagement.Actions,/deviceManagement/deviceCompliancePolicies/{deviceCompliancePolicy-id}/microsoft.graph.scheduleActionsForRules,Post,DeviceManagement,/deviceManagement/deviceCompliancePolicies/{deviceCompliancePolicy-id}/microsoft.graph.scheduleActionsForRules,Post
deviceManagement.deviceConfiguration_assign,DeviceManagement.Actions,/deviceManagement/deviceConfigurations/{deviceConfiguration-id}/microsoft.graph.assign,Post,DeviceManagement,/deviceManagement/deviceConfigurations/{deviceConfiguration-id}/microsoft.graph.assign,Post
deviceManagement.deviceConfiguration_getOmaSettingPlainTextValue,DeviceManagement.Functions,/deviceManagement/deviceConfigurations/{deviceConfiguration-id}/microsoft.graph.getOmaSettingPlainTextValue(secretReferenceValueId='{secretReferenceValueId}'),Get,DeviceManagement,/deviceManagement/deviceConfigurations/{deviceConfiguration-id}/microsoft.graph.getOmaSettingPlainTextValue(secretReferenceValueId='{secretReferenceValueId}'),Get
deviceManagement.managedDevice.logCollectionRequest_createDownloadUrl,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/logCollectionRequests/{deviceLogCollectionResponse-id}/microsoft.graph.createDownloadUrl,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/logCollectionRequests/{deviceLogCollectionResponse-id}/microsoft.graph.createDownloadUrl,Post
deviceManagement.managedDevice_bypassActivationLock,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.bypassActivationLock,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.bypassActivationLock,Post
deviceManagement.managedDevice_cleanWindowsDevice,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.cleanWindowsDevice,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.cleanWindowsDevice,Post
deviceManagement.managedDevice_deleteUserFromSharedAppleDevice,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.deleteUserFromSharedAppleDevice,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.deleteUserFromSharedAppleDevice,Post
deviceManagement.managedDevice_disableLostMode,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.disableLostMode,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.disableLostMode,Post
deviceManagement.managedDevice_locateDevice,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.locateDevice,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.locateDevice,Post
deviceManagement.managedDevice_logoutSharedAppleDeviceActiveUser,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.logoutSharedAppleDeviceActiveUser,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.logoutSharedAppleDeviceActiveUser,Post
deviceManagement.managedDevice_rebootNow,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.rebootNow,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.rebootNow,Post
deviceManagement.managedDevice_recoverPasscode,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.recoverPasscode,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.recoverPasscode,Post
deviceManagement.managedDevice_remoteLock,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.remoteLock,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.remoteLock,Post
deviceManagement.managedDevice_requestRemoteAssistance,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.requestRemoteAssistance,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.requestRemoteAssistance,Post
deviceManagement.managedDevice_resetPasscode,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.resetPasscode,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.resetPasscode,Post
deviceManagement.managedDevice_retire,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.retire,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.retire,Post
deviceManagement.managedDevice_shutDown,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.shutDown,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.shutDown,Post
deviceManagement.managedDevice_syncDevice,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.syncDevice,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.syncDevice,Post
deviceManagement.managedDevice_updateWindowsDeviceAccount,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.updateWindowsDeviceAccount,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.updateWindowsDeviceAccount,Post
deviceManagement.managedDevice_windowsDefenderScan,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.windowsDefenderScan,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.windowsDefenderScan,Post
deviceManagement.managedDevice_windowsDefenderUpdateSignature,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.windowsDefenderUpdateSignatures,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.windowsDefenderUpdateSignatures,Post
deviceManagement.managedDevice_wipe,DeviceManagement.Actions,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.wipe,Post,DeviceManagement,/deviceManagement/managedDevices/{managedDevice-id}/microsoft.graph.wipe,Post
deviceManagement_getEffectivePermission,DeviceManagement.Functions,/deviceManagement/microsoft.graph.getEffectivePermissions(scope='{scope}'),Get,DeviceManagement,/deviceManagement/microsoft.graph.getEffectivePermissions(scope='{scope}'),Get
deviceManagement_userExperienceAnalyticsSummarizeWorkFromAnywhereDevice,DeviceManagement.Functions,/deviceManagement/microsoft.graph.userExperienceAnalyticsSummarizeWorkFromAnywhereDevices(),Get,DeviceManagement,/deviceManagement/microsoft.graph.userExperienceAnalyticsSummarizeWorkFromAnywhereDevices(),Get
deviceManagement_verifyWindowsEnrollmentAutoDiscovery,DeviceManagement.Functions,/deviceManagement/microsoft.graph.verifyWindowsEnrollmentAutoDiscovery(domainName='{domainName}'),Get,DeviceManagement,/deviceManagement/microsoft.graph.verifyWindowsEnrollmentAutoDiscovery(domainName='{domainName}'),Get
deviceManagement.mobileAppTroubleshootingEvent.appLogCollectionRequest_createDownloadUrl,DeviceManagement.Actions,/deviceManagement/mobileAppTroubleshootingEvents/{mobileAppTroubleshootingEvent-id}/appLogCollectionRequests/{appLogCollectionRequest-id}/microsoft.graph.createDownloadUrl,Post,DeviceManagement,/deviceManagement/mobileAppTroubleshootingEvents/{mobileAppTroubleshootingEvent-id}/appLogCollectionRequests/{appLogCollectionRequest-id}/microsoft.graph.createDownloadUrl,Post
deviceManagement.notificationMessageTemplate_sendTestMessage,DeviceManagement.Actions,/deviceManagement/notificationMessageTemplates/{notificationMessageTemplate-id}/microsoft.graph.sendTestMessage,Post,DeviceManagement,/deviceManagement/notificationMessageTemplates/{notificationMessageTemplate-id}/microsoft.graph.sendTestMessage,Post
deviceManagement.userExperienceAnalyticsDevicePerformance_summarizeDevicePerformanceDevice,DeviceManagement.Functions,/deviceManagement/userExperienceAnalyticsDevicePerformance/microsoft.graph.summarizeDevicePerformanceDevices(summarizeBy='{summarizeBy}'),Get,DeviceManagement,/deviceManagement/userExperienceAnalyticsDevicePerformance/microsoft.graph.summarizeDevicePerformanceDevices(summarizeBy='{summarizeBy}'),Get
drive.item.listItem_getActivitiesGraphBPreInterval,Files,/drives/{drive-id}/items/{driveItem-id}/listItem/microsoft.graph.getActivitiesByInterval(),Get,Files,/drives/{drive-id}/items/{driveItem-id}/listItem/microsoft.graph.getActivitiesByInterval(startDateTime='{startDateTime}',endDateTime='{endDateTime}',interval='{interval}'),Get
drive.item_delta,Files,/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.delta(),Get,Files,/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.delta(token='{token}'),Get
drive.item_getActivitiesGraphBPreInterval,Files,/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.getActivitiesByInterval(),Get,Files,/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.getActivitiesByInterval(startDateTime='{startDateTime}',endDateTime='{endDateTime}',interval='{interval}'),Get
drive.list.item_getActivitiesGraphBPreInterval,Files,/drives/{drive-id}/list/items/{listItem-id}/microsoft.graph.getActivitiesByInterval(),Get,Files,/drives/{drive-id}/list/items/{listItem-id}/microsoft.graph.getActivitiesByInterval(startDateTime='{startDateTime}',endDateTime='{endDateTime}',interval='{interval}'),Get
drive.list.item_delta,Files,/drives/{drive-id}/list/items/microsoft.graph.delta(),Get,Files,/drives/{drive-id}/list/items/microsoft.graph.delta(token='{token}'),Get
drive.root.listItem_getActivitiesGraphBPreInterval,Files,/drives/{drive-id}/root/listItem/microsoft.graph.getActivitiesByInterval(),Get,Files,/drives/{drive-id}/root/listItem/microsoft.graph.getActivitiesByInterval(startDateTime='{startDateTime}',endDateTime='{endDateTime}',interval='{interval}'),Get
drive.root_delta,Files,/drives/{drive-id}/root/microsoft.graph.delta(),Get,Files,/drives/{drive-id}/root/microsoft.graph.delta(token='{token}'),Get
drive.root_getActivitiesGraphBPreInterval,Files,/drives/{drive-id}/root/microsoft.graph.getActivitiesByInterval(),Get,Files,/drives/{drive-id}/root/microsoft.graph.getActivitiesByInterval(startDateTime='{startDateTime}',endDateTime='{endDateTime}',interval='{interval}'),Get
group_GetDrive,Files,/groups/{group-id}/drive,Get,Files,/groups/{group-id}/drives/{drive-id},Get
group.drive.item.listItem_getActivitiesGraphBPreInterval,Files,/groups/{group-id}/drives/{drive-id}/items/{driveItem-id}/listItem/microsoft.graph.getActivitiesByInterval(),Get,Files,/groups/{group-id}/drives/{drive-id}/items/{driveItem-id}/listItem/microsoft.graph.getActivitiesByInterval(startDateTime='{startDateTime}',endDateTime='{endDateTime}',interval='{interval}'),Get
group.drive.item_delta,Files,/groups/{group-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.delta(),Get,Files,/groups/{group-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.delta(token='{token}'),Get
group.drive.item_getActivitiesGraphBPreInterval,Files,/groups/{group-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.getActivitiesByInterval(),Get,Files,/groups/{group-id}/drives/{drive-id}/items/{driveItem-id}/microsoft.graph.getActivitiesByInterval(startDateTime='{startDateTime}',endDateTime='{endDateTime}',interval='{interval}'),Get
